,index,date,pv,npv,bs,wet,water,veg_areas,overall_veg_num,norm_bs,norm_pv,norm_npv,off_value
0,0,2018-01-16 00:09:16.940377,0.22804878048780486,0.1329268292682927,0.07,0.17073170731707318,0.3902439024390244,0.4390243902439024,0.43097560975609756,0.07130730050933785,0.2323077560147418,0.13540933371982275,0
1,1,2018-02-01 00:09:07.083433,0.25146341463414634,0.06756097560975609,0.015853658536585366,0.3902439024390244,0.2682926829268293,0.3414634146341463,0.3348780487804878,0.016165420212104525,0.25640843444122713,0.06888955998081465,0
2,2,2018-02-17 00:09:01.976812,0.45829268292682923,0.15317073170731707,0.03560975609756097,0.1951219512195122,0.14634146341463414,0.6585365853658536,0.6470731707317073,0.036240611181083536,0.46641170143325994,0.15588427275151,0
3,3,2018-03-05 00:08:54.336459,0.5100000000000001,0.28365853658536583,0.18951219512195122,0.0,0.0,1.0,0.9831707317073171,0.19275613991565368,0.518729843711238,0.28851401637310836,0
4,4,2018-03-21 00:08:45.937021,0.4407317073170732,0.36243902439024395,0.18073170731707316,0.0,0.0,1.0,0.9839024390243902,0.18368864650470995,0.447942488844819,0.36836886465047103,0
5,5,2018-04-06 00:08:38.542500,0.4080487804878049,0.4190243902439024,0.15829268292682927,0.0,0.0,1.0,0.9853658536585367,0.16064356435643562,0.4141089108910891,0.4252475247524752,0
6,6,2018-04-22 00:08:29.012551,0.3229268292682927,0.3465853658536585,0.12390243902439024,0.0,0.1951219512195122,0.8048780487804879,0.7934146341463414,0.12569260644958127,0.3275925412189874,0.3515929011119192,0
7,7,2018-05-08 00:08:20.037118,0.22878048780487806,0.24658536585365853,0.10121951219512196,0.14634146341463414,0.2682926829268293,0.5853658536585366,0.5765853658536585,0.10276092608641822,0.2322644546242417,0.2503404729478767,0
8,8,2018-05-24 00:08:08.223348,0.375609756097561,0.5095121951219512,0.10048780487804879,0.0,0.0,1.0,0.985609756097561,0.10195496164315763,0.3810937886661717,0.5169512496906706,0
9,9,2018-06-25 00:08:14.128035,0.41195121951219515,0.5002439024390244,0.07487804878048782,0.0,0.0,1.0,0.9870731707317073,0.07585866073634792,0.41734618235730175,0.5067951569063504,0
10,10,2018-07-11 00:08:22.534426,0.37585365853658526,0.1629268292682927,0.4458536585365854,0.0,0.0,1.0,0.9846341463414634,0.4528114936834283,0.3817190983403516,0.16546940797621998,0
11,11,2018-07-27 00:08:28.778186,0.414390243902439,0.4660975609756097,0.10609756097560977,0.0,0.0,1.0,0.9865853658536584,0.10754017305315207,0.4200247218788628,0.4724351050679852,0
12,12,2018-08-12 00:08:38.464212,0.42000000000000004,0.4321951219512195,0.13365853658536586,0.0,0.0,1.0,0.9858536585365855,0.1355764473033152,0.4260267194458189,0.43839683325086587,0
13,13,2018-08-28 00:08:45.987519,0.006097560975609756,0.007317073170731707,0.010487804878048781,0.2682926829268293,0.7073170731707317,0.024390243902439046,0.023902439024390244,0.010701841712294685,0.006222000995520165,0.007466401194624196,0
14,14,2018-09-13 00:08:51.104027,0.0,0.0,0.0,0.0975609756097561,0.9024390243902439,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0
15,15,2018-09-29 00:08:57.436022,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
16,17,2018-10-31 00:09:08.912292,0.0,0.0,0.0,0.07317073170731707,0.926829268292683,-4.163336342344337e-17,0.0,0.0,0.0,0.0,0
17,18,2018-11-16 00:09:10.449271,0.0,0.0,0.0,0.14634146341463414,0.8536585365853658,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0
18,20,2018-12-18 00:09:06.585180,0.0,0.0,0.0,0.4634146341463415,0.5365853658536586,-5.551115123125783e-17,0.0,0.0,0.0,0.0,0
19,21,2019-01-03 00:09:06.455172,0.0,0.0,0.0,0.926829268292683,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0
20,22,2019-01-19 00:09:03.514993,0.3024390243902439,0.2892682926829268,0.10292682926829268,0.04878048780487805,0.24390243902439024,0.7073170731707317,0.6946341463414634,0.10480611126335983,0.3079610852288298,0.29454987667854204,0
21,23,2019-02-04 00:09:00.165996,0.40195121951219515,0.20853658536585368,0.08463414634146342,0.2682926829268293,0.024390243902439025,0.7073170731707317,0.6951219512195123,0.08611895592640137,0.4090029952931108,0.2121951219512195,0
22,24,2019-02-20 00:08:57.733780,0.4534146341463415,0.21048780487804875,0.054878048780487805,0.12195121951219512,0.14634146341463414,0.7317073170731707,0.718780487804878,0.05586499706191497,0.46156902016933304,0.2142732998419227,0
23,27,2019-04-09 00:08:44.355504,0.4602439024390244,0.3204878048780488,0.20195121951219516,0.0,0.0,1.0,0.9826829268292684,0.20551005212211468,0.46835443037974683,0.32613551749813846,0
24,28,2019-04-25 00:08:37.449457,0.4780487804878049,0.4429268292682927,0.06439024390243901,0.0,0.0,1.0,0.9853658536585366,0.06534653465346534,0.4851485148514852,0.4495049504950495,0
25,29,2019-05-11 00:08:45.859080,0.47317073170731705,0.37829268292682927,0.13317073170731708,0.0,0.0,1.0,0.9846341463414634,0.13524894723804806,0.48055486747584836,0.38419618528610355,0
26,30,2019-05-27 00:08:55.388517,0.5202439024390243,0.3851219512195122,0.07829268292682925,0.0,0.0,1.0,0.9836585365853657,0.07959335482271261,0.5288866848499876,0.39151996032729985,0
27,31,2019-06-28 00:09:07.688160,0.5080487804878049,0.3760975609756098,0.1002439024390244,0.0,0.0,1.0,0.9843902439024391,0.10183349851337958,0.5161050545094152,0.3820614469772052,0
28,32,2019-07-30 00:09:16.532762,0.042195121951219515,0.0036585365853658534,0.000975609756097561,0.2682926829268293,0.6829268292682927,0.04878048780487798,0.04682926829268293,0.0010162601626016246,0.04395325203252027,0.0038109756097560923,0
29,33,2019-08-15 00:09:22.279891,0.023170731707317073,0.0,0.0004878048780487805,0.0975609756097561,0.8780487804878049,0.02439024390243902,0.023658536585365854,0.0005028916268544128,0.023887352275584604,0.0,0
30,34,2019-08-31 00:09:26.088895,0.0,0.0,0.0,0.07317073170731707,0.926829268292683,-4.163336342344337e-17,0.0,0.0,0.0,0.0,0
31,36,2019-10-02 00:09:35.726140,0.0,0.0,0.0,0.04878048780487805,0.9512195121951219,4.163336342344337e-17,0.0,0.0,0.0,0.0,0
32,37,2019-10-18 00:09:37.926703,0.0,0.0,0.0,0.14634146341463414,0.8536585365853658,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0
33,38,2019-11-19 00:09:34.004270,0.4470731707317074,0.3085365853658537,0.10707317073170732,0.12195121951219512,0.0,0.8780487804878049,0.8626829268292684,0.10898032644448581,0.45503630608825174,0.31403214795506734,0
34,39,2019-12-05 00:09:33.231447,0.3958536585365853,0.2324390243902439,0.09048780487804878,0.17073170731707318,0.0975609756097561,0.7317073170731707,0.7187804878048779,0.09211517293320204,0.40297284547327994,0.23661929866668877,0
35,40,2020-01-22 00:09:22.956332,0.32243902439024386,0.2824390243902439,0.09219512195121951,0.2926829268292683,0.0,0.7073170731707317,0.6970731707317072,0.09354998378535222,0.3271774565191418,0.2865896328662377,0
36,41,2020-02-07 00:09:17.619432,0.4078048780487806,0.4636585365853659,0.047317073170731715,0.07317073170731707,0.0,0.926829268292683,0.9187804878048782,0.04773158429752601,0.41137736569826544,0.4677203182968914,0
37,42,2020-02-23 00:09:14.210241,0.5036585365853659,0.41048780487804876,0.07146341463414635,0.0,0.0,1.0,0.985609756097561,0.07250680524622619,0.5110121257114576,0.41648106904231624,0
38,44,2020-03-26 00:08:59.755154,0.455609756097561,0.4365853658536586,0.09341463414634146,0.0,0.0,1.0,0.9856097560975611,0.09477852016827518,0.46226181638208363,0.4429596634496412,0
39,46,2020-04-27 00:08:44.472092,0.4729268292682927,0.45219512195121947,0.062439024390243916,0.0,0.0,1.0,0.9875609756097561,0.06322548777475921,0.47888367498147694,0.45789083724376384,0
40,47,2020-05-13 00:08:38.808720,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
41,48,2020-05-29 00:08:42.001792,0.18073170731707316,0.1748780487804878,0.07560975609756097,0.4146341463414634,0.14634146341463414,0.43902439024390244,0.43121951219512195,0.0769782584703675,0.18400286944045913,0.17804326233307582,0
42,49,2020-06-14 00:08:52.343094,0.32146341463414635,0.2975609756097561,0.07609756097560975,0.2926829268292683,0.0,0.7073170731707317,0.6951219512195121,0.07743260590500642,0.3271031236628156,0.3027813436029097,0
43,50,2020-06-30 00:09:00.559818,0.44853658536585367,0.4317073170731707,0.08121951219512195,0.024390243902439025,0.0,0.975609756097561,0.9614634146341463,0.08241452277536475,0.45513605820989717,0.4380591751122991,0
44,53,2020-08-17 00:09:15.945742,0.3619512195121951,0.23170731707317074,0.07682926829268294,0.3170731707317073,0.0,0.6829268292682926,0.6704878048780487,0.07825462030538823,0.36866621121649557,0.23600599774640893,0
45,57,2020-10-20 00:09:34.421764,0.013658536585365855,0.03170731707317073,0.002682926829268293,0.36585365853658536,0.5853658536585366,0.04878048780487809,0.04804878048780488,0.0027237835830134977,0.013866534604432351,0.03219016961743224,0
46,58,2020-11-21 00:09:33.175996,0.3178048780487805,0.19365853658536583,0.11146341463414634,0.36585365853658536,0.0,0.6341463414634146,0.6229268292682927,0.11347097809270966,0.32352885001050485,0.19714651336020014,0
47,60,2020-12-23 00:09:33.702305,0.5865853658536585,0.27439024390243905,0.04658536585365854,0.07317073170731707,0.0,0.926829268292683,0.9075609756097561,0.04757441285780771,0.599039072895432,0.2802157825394433,0
48,61,2021-01-08 00:09:28.236068,0.4180487804878049,0.26609756097560977,0.10487804878048783,0.1951219512195122,0.0,0.8048780487804879,0.7890243902439025,0.10698533569570627,0.4264485241452106,0.271444188939571,0
49,63,2021-02-09 00:09:20.495604,0.5409756097560976,0.2624390243902439,0.058048780487804874,0.12195121951219512,0.0,0.8780487804878049,0.8614634146341464,0.05916636742811368,0.5513907687208242,0.26749164433886696,0
50,64,2021-02-25 00:09:15.243889,0.6285365853658538,0.304390243902439,0.04829268292682927,0.0,0.0,1.0,0.9812195121951222,0.04921700223713646,0.6405667412378822,0.3102162565249813,0
51,65,2021-03-13 00:09:06.655501,0.596829268292683,0.3336585365853659,0.05317073170731708,0.0,0.0,1.0,0.9836585365853661,0.05405405405405405,0.606744359037937,0.3392015869080089,0
52,66,2021-03-29 00:09:01.573921,0.5485365853658537,0.37146341463414634,0.06390243902439025,0.0,0.0,1.0,0.9839024390243902,0.06494794248884482,0.5575111551809618,0.3775409023301934,0
53,68,2021-04-30 00:08:47.554868,0.47146341463414637,0.45756097560975606,0.059756097560975614,0.0,0.0,1.0,0.988780487804878,0.06043413912185496,0.4768130241736557,0.46275283670448936,0
