,index,date,pv,npv,bs,wet,water,veg_areas,overall_veg_num,norm_bs,norm_pv,norm_npv,off_value
0,0,2018-01-16 00:09:16.940377,0.45131578947368417,0.4784210526315789,0.056842105263157895,0.0,0.0,1.0,0.986578947368421,0.05761536409709256,0.45745532141904505,0.48492931448386234,0
1,1,2018-02-01 00:09:07.083433,0.48,0.4526315789473684,0.05421052631578947,0.0,0.0,1.0,0.9868421052631579,0.054933333333333334,0.4864,0.45866666666666667,0
2,2,2018-02-17 00:09:01.976812,0.48342105263157886,0.4436842105263158,0.05921052631578947,0.0,0.0,1.0,0.9863157894736841,0.06003201707577375,0.4901280683030949,0.4498399146211313,0
3,3,2018-03-05 00:08:54.336459,0.4844736842105262,0.431578947368421,0.06789473684210527,0.0,0.0,1.0,0.9839473684210525,0.06900240706071144,0.4923776410805028,0.43861995185878583,0
4,4,2018-03-21 00:08:45.937021,0.49684210526315786,0.43,0.05842105263157895,0.0,0.0,1.0,0.9852631578947368,0.0592948717948718,0.5042735042735043,0.43643162393162394,0
5,5,2018-04-06 00:08:38.542500,0.5134210526315789,0.41578947368421054,0.05421052631578947,0.0,0.0,1.0,0.983421052631579,0.055124431362055124,0.522076531977522,0.4227990366604228,0
6,6,2018-04-22 00:08:29.012551,0.5202631578947369,0.4094736842105263,0.053947368421052626,0.0,0.0,1.0,0.9836842105263158,0.05484216158373461,0.528892455858748,0.4162653825575174,0
7,7,2018-05-08 00:08:20.037118,0.5336842105263159,0.391578947368421,0.05763157894736842,0.0,0.0,1.0,0.9828947368421053,0.058634538152610445,0.5429718875502009,0.39839357429718875,0
8,8,2018-05-24 00:08:08.223348,0.5563157894736842,0.3721052631578948,0.05342105263157895,0.0,0.0,1.0,0.981842105263158,0.054409005628517824,0.5666041275797373,0.37898686679174487,0
9,9,2018-06-25 00:08:14.128035,0.5721052631578947,0.33263157894736844,0.07710526315789473,0.0,0.0,1.0,0.9818421052631578,0.07853122487268828,0.5826856070758509,0.33878316805146075,0
10,10,2018-07-11 00:08:22.534426,0.5410526315789475,0.36605263157894735,0.07421052631578946,0.0,0.0,1.0,0.9813157894736844,0.07562349155269507,0.5513542504692948,0.37302225797801014,0
11,11,2018-07-27 00:08:28.778186,0.5321052631578947,0.3773684210526316,0.07394736842105264,0.0,0.0,1.0,0.983421052631579,0.0751940058870752,0.541075729194541,0.3837302649183837,0
12,12,2018-08-12 00:08:38.464212,0.5297368421052632,0.38184210526315787,0.07263157894736842,0.0,0.0,1.0,0.9842105263157894,0.07379679144385028,0.5382352941176471,0.38796791443850265,0
13,13,2018-08-28 00:08:45.987519,0.48631578947368415,0.43763157894736837,0.060789473684210525,0.0,0.0,1.0,0.984736842105263,0.06173169428113309,0.4938535542490647,0.44441475146980225,0
14,14,2018-09-13 00:08:51.104027,0.45184210526315793,0.47236842105263155,0.06131578947368421,0.0,0.0,1.0,0.9855263157894737,0.06221628838451269,0.4584779706275034,0.47930574098798395,0
15,15,2018-09-29 00:08:57.436022,0.43657894736842107,0.4847368421052632,0.0636842105263158,0.0,0.0,1.0,0.9850000000000001,0.06465402083889929,0.4432273577344376,0.49211862142666307,0
16,17,2018-10-31 00:09:08.912292,0.363421052631579,0.5568421052631579,0.06657894736842106,0.0,0.0,1.0,0.986842105263158,0.06746666666666666,0.3682666666666667,0.5642666666666667,0
17,18,2018-11-16 00:09:10.449271,0.3592105263157895,0.5507894736842105,0.07842105263157895,0.0,0.0,1.0,0.9884210526315789,0.07933972310969117,0.36341853035143773,0.5572417465388712,0
18,20,2018-12-18 00:09:06.585180,0.3621052631578947,0.5560526315789474,0.07105263157894737,0.0,0.0,1.0,0.9892105263157894,0.07182761372705507,0.36605480180899175,0.5621175844639532,0
19,21,2019-01-03 00:09:06.455172,0.378421052631579,0.5347368421052632,0.07421052631578948,0.0,0.0,1.0,0.9873684210526317,0.07515991471215351,0.3832622601279318,0.5415778251599147,0
20,22,2019-01-19 00:09:03.514993,0.4126315789473684,0.5005263157894738,0.07236842105263158,0.0,0.0,1.0,0.9855263157894738,0.07343124165554071,0.41869158878504664,0.5078771695594126,0
21,24,2019-02-20 00:08:57.733780,0.471578947368421,0.4544736842105263,0.060263157894736845,0.0,0.0,1.0,0.986315789473684,0.061099252934898624,0.4781216648879403,0.46077908217716124,0
22,27,2019-04-09 00:08:44.355504,0.5055263157894737,0.41763157894736846,0.059473684210526324,0.0,0.0,1.0,0.9826315789473685,0.060524906266738086,0.5144617032672737,0.42501339046598824,0
23,28,2019-04-25 00:08:37.449457,0.5178947368421053,0.41263157894736846,0.053157894736842105,0.0,0.0,1.0,0.9836842105263158,0.05403959336543606,0.5264847512038523,0.41947565543071164,0
24,29,2019-05-11 00:08:45.859080,0.5465789473684212,0.38000000000000006,0.05657894736842106,0.0,0.0,1.0,0.9831578947368422,0.05754817987152035,0.5559421841541756,0.3865096359743041,0
