,index,date,pv,npv,bs,wet,water,veg_areas,overall_veg_num,norm_bs,norm_pv,norm_npv,off_value
0,0,2018-01-16 00:09:16.940377,0.43571428571428567,0.45085714285714285,0.10085714285714287,0.0,0.0,1.0,0.9874285714285714,0.10214120370370372,0.441261574074074,0.4565972222222222,0
1,1,2018-02-01 00:09:07.083433,0.47285714285714275,0.4174285714285714,0.09514285714285714,0.0,0.0,1.0,0.9854285714285713,0.09654972455784286,0.47984923166135107,0.4236010437808061,0
2,2,2018-02-17 00:09:01.976812,0.4628571428571429,0.4225714285714286,0.098,0.0,0.0,1.0,0.9834285714285714,0.09965136548518304,0.47065659500290535,0.4296920395119117,0
3,3,2018-03-05 00:08:54.336459,0.47,0.4088571428571428,0.10628571428571428,0.0,0.0,1.0,0.9851428571428571,0.10788863109048723,0.47708816705336426,0.41502320185614844,0
4,4,2018-03-21 00:08:45.937021,0.4757142857142857,0.4134285714285715,0.09600000000000002,0.0,0.0,1.0,0.9851428571428572,0.0974477958236659,0.4828886310904872,0.4196635730858469,0
5,5,2018-04-06 00:08:38.542500,0.4894285714285714,0.4077142857142857,0.08685714285714285,0.0,0.0,1.0,0.9839999999999999,0.08826945412311267,0.49738675958188155,0.41434378629500584,0
6,6,2018-04-22 00:08:29.012551,0.4957142857142858,0.3922857142857143,0.09457142857142856,0.0,0.0,1.0,0.9825714285714287,0.09624890956673449,0.5045071241640012,0.3992439662692643,0
7,7,2018-05-08 00:08:20.037118,0.5134285714285713,0.39114285714285707,0.07828571428571429,0.0,0.0,1.0,0.9828571428571427,0.0796511627906977,0.5223837209302326,0.3979651162790698,0
8,8,2018-05-24 00:08:08.223348,0.537142857142857,0.372,0.07314285714285716,0.0,0.0,1.0,0.9822857142857142,0.07446189645142527,0.546829552065154,0.37870855148342064,0
9,9,2018-06-25 00:08:14.128035,0.5617142857142857,0.33742857142857147,0.08314285714285714,0.0,0.0,1.0,0.9822857142857144,0.08464223385689353,0.5718440954043047,0.3435136707388016,0
10,10,2018-07-11 00:08:22.534426,0.5305714285714286,0.35057142857142853,0.10114285714285715,0.0,0.0,1.0,0.9822857142857142,0.10296684118673649,0.5401396160558465,0.3568935427574171,0
11,11,2018-07-27 00:08:28.778186,0.5205714285714286,0.38,0.08142857142857143,0.0,0.0,1.0,0.982,0.08292115216758802,0.5301134710503346,0.38696537678207743,0
12,12,2018-08-12 00:08:38.464212,0.51,0.4008571428571429,0.07342857142857144,0.0,0.0,1.0,0.9842857142857143,0.07460087082728593,0.5181422351233672,0.4072568940493469,0
13,13,2018-08-28 00:08:45.987519,0.4714285714285714,0.42571428571428577,0.08857142857142858,0.0,0.0,1.0,0.9857142857142858,0.08985507246376812,0.47826086956521735,0.43188405797101453,0
14,14,2018-09-13 00:08:51.104027,0.4357142857142857,0.4488571428571429,0.10114285714285715,0.0,0.0,1.0,0.9857142857142858,0.10260869565217391,0.44202898550724634,0.4553623188405797,0
15,15,2018-09-29 00:08:57.436022,0.4305714285714286,0.43914285714285717,0.11600000000000002,0.0,0.0,1.0,0.9857142857142858,0.11768115942028987,0.43681159420289856,0.4455072463768116,0
16,17,2018-10-31 00:09:08.912292,0.3588571428571428,0.4888571428571428,0.13771428571428573,0.0,0.0,1.0,0.9854285714285713,0.1397506523630038,0.36416352565961146,0.49608582197738477,0
17,18,2018-11-16 00:09:10.449271,0.3577142857142857,0.4885714285714286,0.1402857142857143,0.0,0.0,1.0,0.9865714285714287,0.14219519258615695,0.3625832609325224,0.49522154648132055,0
18,19,2018-12-02 00:09:09.020636,0.40428571428571436,0.43,0.14971428571428572,0.0,0.0,1.0,0.984,0.1521486643437863,0.4108594657375146,0.4369918699186992,0
19,20,2018-12-18 00:09:06.585180,0.3522857142857143,0.5062857142857142,0.12742857142857142,0.0,0.0,1.0,0.986,0.12923790205737468,0.35728774268328023,0.513474355259345,0
20,21,2019-01-03 00:09:06.455172,0.33314285714285713,0.508,0.14457142857142857,0.0,0.0,1.0,0.9857142857142858,0.14666666666666667,0.3379710144927536,0.5153623188405797,0
21,22,2019-01-19 00:09:03.514993,0.3788571428571428,0.47542857142857137,0.1322857142857143,0.0,0.0,1.0,0.9865714285714284,0.13408630176657982,0.38401390095569066,0.4818997972777295,0
22,24,2019-02-20 00:08:57.733780,0.41571428571428576,0.4465714285714286,0.12228571428571429,0.0,0.0,1.0,0.9845714285714287,0.12420197330237956,0.4222286709228091,0.4535693557748114,0
23,27,2019-04-09 00:08:44.355504,0.4514285714285714,0.39714285714285713,0.1357142857142857,0.0,0.0,1.0,0.9842857142857142,0.1378809869375907,0.45863570391872277,0.4034833091436865,0
24,28,2019-04-25 00:08:37.449457,0.48000000000000004,0.42542857142857143,0.0802857142857143,0.0,0.0,1.0,0.9857142857142858,0.08144927536231884,0.48695652173913045,0.4315942028985507,0
