,index,date,pv,npv,bs,wet,water,veg_areas,overall_veg_num,norm_bs,norm_pv,norm_npv,off_value
0,0,2018-01-16 00:09:16.940377,0.6090697674418604,0.3316279069767442,0.04255813953488372,0.0,0.0,1.0,0.9832558139534884,0.043282876064333016,0.619441816461684,0.337275307473983,0
1,1,2018-02-01 00:09:07.083433,0.6113953488372093,0.32255813953488377,0.045581395348837206,0.0,0.0,1.0,0.9795348837209302,0.04653371320037986,0.6241690408357075,0.3292972459639127,0
2,2,2018-02-17 00:09:01.976812,0.6055813953488371,0.33953488372093027,0.035813953488372095,0.0,0.0,1.0,0.9809302325581395,0.03651019440493125,0.6173541963015647,0.34613560929350407,0
3,3,2018-03-05 00:08:54.336459,0.6058139534883721,0.33441860465116274,0.041162790697674416,0.0,0.0,1.0,0.9813953488372091,0.04194312796208531,0.6172985781990522,0.3407582938388626,0
4,4,2018-03-21 00:08:45.937021,0.6153488372093023,0.33186046511627904,0.032790697674418605,0.0,0.0,1.0,0.98,0.03345989558614144,0.627906976744186,0.3386331276696725,0
5,5,2018-04-06 00:08:38.542500,0.6218604651162791,0.32372093023255816,0.03255813953488373,0.0,0.0,1.0,0.978139534883721,0.033285782215882076,0.6357584403233476,0.3309557774607703,0
6,6,2018-04-22 00:08:29.012551,0.6381395348837209,0.30674418604651166,0.03418604651162791,0.0,0.0,1.0,0.9790697674418605,0.03491686460807601,0.6517814726840855,0.3133016627078385,0
7,7,2018-05-08 00:08:20.037118,0.6434883720930233,0.3011627906976744,0.034186046511627904,0.0,0.0,1.0,0.9788372093023257,0.03492516037063435,0.657400807792825,0.3076740318365407,0
8,8,2018-05-24 00:08:08.223348,0.6709302325581395,0.2809302325581396,0.027209302325581393,0.0,0.0,1.0,0.9790697674418606,0.02779097387173396,0.6852731591448931,0.2869358669833729,0
9,9,2018-06-25 00:08:14.128035,0.39209302325581397,0.12325581395348836,0.030465116279069768,0.4418604651162791,0.0,0.5581395348837209,0.5458139534883721,0.031153080131984423,0.4009472755917995,0.12603917915993695,0
10,10,2018-07-11 00:08:22.534426,0.5276744186046511,0.19395348837209303,0.05255813953488372,0.20930232558139536,0.0,0.7906976744186046,0.7741860465116279,0.05367908513625853,0.5389285140450026,0.19809007523734343,0
11,11,2018-07-27 00:08:28.778186,0.6234883720930233,0.29418604651162794,0.061395348837209304,0.0,0.0,1.0,0.9790697674418606,0.06270783847980997,0.6368171021377672,0.3004750593824228,0
